Fused Onboard Data Storage
633438414.2958571,47.3977588,8.5455855,1.095
633438414.3198571,47.3977589,8.5455857,1.153
633438414.3318571,47.3977589,8.5455858,1.181
633438414.3558571,47.3977588,8.5455859,1.237
633438414.3798571,47.3977587,8.545586,1.293
633438414.3919697,47.3977587,8.5455861,1.321
633438414.4159697,47.3977586,8.5455862,1.376
633438414.4399698,47.3977584,8.5455863,1.432
633438414.4519697,47.3977583,8.5455863,1.46
633438414.4759697,47.3977582,8.5455864,1.516
633438414.5000045,47.3977581,8.5455865,1.568
633438414.5120045,47.397758,8.5455866,1.594
633438414.5360045,47.3977579,8.5455867,1.646
633438414.5600046,47.3977577,8.5455868,1.7
633438414.5720046,47.3977577,8.5455868,1.727
633438414.5953829,47.3977575,8.5455869,1.782
633438414.619383,47.3977573,8.545587,1.837
633438414.631383,47.3977572,8.5455871,1.865
633438414.655383,47.397757,8.5455872,1.921
633438414.680383,47.3977568,8.5455873,1.979
633438414.6911126,47.3977564,8.5455873,2.001
633438414.7161126,47.3977557,8.5455873,2.053
633438414.7391126,47.3977552,8.5455874,2.106
633438414.7511127,47.397755,8.5455874,2.134
633438414.7751126,47.3977547,8.5455875,2.189
633438414.7998587,47.3977545,8.5455876,2.245
633438414.8108587,47.3977543,8.5455876,2.273
633438414.8348587,47.3977541,8.5455877,2.329
633438414.8588587,47.3977539,8.5455879,2.386
633438414.8708587,47.3977538,8.5455879,2.414
633438414.8947563,47.3977532,8.5455877,2.469
633438414.9187562,47.3977526,8.5455873,2.522
633438414.9317563,47.3977523,8.5455873,2.55
633438414.9547563,47.397752,8.5455872,2.606
633438414.9787563,47.3977517,8.5455872,2.662
633438414.9906815,47.3977516,8.5455872,2.691
633438415.0146816,47.3977513,8.5455873,2.748
633438415.0396816,47.3977511,8.5455874,2.807
633438415.0506816,47.397751,8.5455875,2.834
633438415.0746815,47.3977508,8.5455876,2.891
633438415.0986816,47.3977507,8.5455876,2.945
633438415.1099288,47.3977506,8.5455875,2.971
633438415.1339289,47.3977505,8.5455875,3.026
633438415.157929,47.3977504,8.5455876,3.081
633438415.1699289,47.3977503,8.5455876,3.109
633438415.1939136,47.3977501,8.5455877,3.166
633438415.2179135,47.39775,8.5455878,3.224
633438415.2299136,47.3977499,8.5455879,3.253
633438415.2539135,47.3977497,8.545588,3.311
633438415.2779136,47.3977495,8.5455881,3.369
633438415.2899135,47.3977495,8.5455882,3.398
633438415.3138531,47.3977498,8.5455894,3.455
633438415.3378531,47.3977499,8.5455901,3.513
633438415.3498532,47.3977499,8.5455903,3.542
633438415.3738531,47.3977499,8.5455907,3.601
633438415.3984354,47.3977498,8.5455909,3.659
633438415.4094353,47.3977497,8.545591,3.689
633438415.4334353,47.3977496,8.5455912,3.747
633438415.4574354,47.3977495,8.5455914,3.806
633438415.4694353,47.3977494,8.5455914,3.835
633438415.4954354,47.3977492,8.5455912,3.896
633438415.5187247,47.397749,8.5455909,3.95
633438415.5307246,47.3977489,8.5455908,3.978
633438415.5547247,47.3977487,8.5455908,4.036
633438415.5667247,47.3977486,8.5455908,4.065
633438415.5907247,47.3977485,8.5455909,4.123
633438415.6143478,47.3977484,8.545591,4.182
633438415.6383479,47.3977482,8.5455911,4.242
633438415.6503478,47.3977482,8.5455911,4.271
633438415.6743479,47.3977481,8.5455913,4.331
633438415.6983478,47.397748,8.5455916,4.393
633438415.7105465,47.397748,8.5455918,4.425
633438415.7345465,47.3977479,8.5455921,4.486
633438415.7465465,47.3977479,8.5455922,4.517
633438415.7705466,47.3977478,8.5455924,4.577
633438415.7945465,47.3977477,8.5455926,4.637
633438415.8058215,47.3977476,8.5455927,4.668
633438415.8298215,47.3977475,8.5455928,4.728
633438415.8538215,47.3977474,8.5455929,4.788
633438415.8778214,47.3977473,8.5455931,4.848
633438415.8878216,47.3977469,8.5455931,4.869
633438415.911457,47.3977462,8.5455931,4.922
633438415.935457,47.3977458,8.5455932,4.979
633438415.947457,47.3977456,8.5455932,5.008
633438415.971457,47.3977454,8.5455933,5.067
633438415.9954569,47.3977452,8.5455934,5.127
633438416.0072665,47.3977452,8.5455935,5.157
633438416.0312665,47.3977451,8.5455936,5.217
633438416.0552665,47.3977449,8.5455937,5.278
633438416.0672665,47.3977449,8.5455938,5.308
633438416.0912665,47.3977449,8.5455932,5.362
633438416.1150935,47.397745,8.5455924,5.414
633438416.1270934,47.397745,8.5455922,5.442
633438416.1510935,47.397745,8.5455919,5.499
633438416.1750934,47.3977449,8.5455918,5.558
633438416.1870935,47.3977449,8.5455918,5.588
633438416.211201,47.3977448,8.5455918,5.649
633438416.235201,47.3977447,8.5455919,5.709
633438416.247201,47.3977447,8.5455919,5.74
633438416.271201,47.3977446,8.545592,5.801
633438416.295201,47.3977445,8.5455919,5.859
633438416.3072,47.3977444,8.5455919,5.888
633438416.3311999,47.3977443,8.5455918,5.946
633438416.3551999,47.3977442,8.5455918,6.006
633438416.3671999,47.3977441,8.5455918,6.036
633438416.3912,47.3977441,8.5455919,6.096
633438416.4149972,47.397744,8.545592,6.157
633438416.4269972,47.397744,8.545592,6.188
633438416.4509972,47.3977439,8.5455921,6.25
633438416.4749972,47.3977439,8.5455922,6.311
633438416.4869971,47.3977438,8.5455922,6.342
633438416.5112439,47.397745,8.5455914,6.393
633438416.535244,47.3977456,8.545591,6.449
633438416.545244,47.3977457,8.5455909,6.473
633438416.569244,47.3977459,8.5455908,6.532
633438416.593244,47.397746,8.5455908,6.593
633438416.6164554,47.3977461,8.5455908,6.654
633438416.6284555,47.3977461,8.5455908,6.685
633438416.6524554,47.3977461,8.5455909,6.747
633438416.6764555,47.397746,8.545591,6.809
633438416.6884555,47.3977455,8.5455905,6.838
633438416.7129276,47.3977447,8.54559,6.897
633438416.7249275,47.3977445,8.5455899,6.928
633438416.7489276,47.3977442,8.5455897,6.989
633438416.7729275,47.397744,8.5455897,7.05
633438416.7949276,47.3977439,8.5455897,7.107
633438416.8055974,47.3977438,8.5455897,7.138
633438416.8295974,47.3977438,8.5455898,7.2
633438416.8535974,47.3977437,8.5455899,7.262
633438416.8655974,47.3977437,8.5455899,7.293
633438416.8895974,47.3977433,8.5455899,7.355
633438416.9133312,47.3977427,8.5455899,7.416
633438416.9253311,47.3977426,8.5455899,7.446
633438416.9493312,47.3977423,8.54559,7.505
633438416.9733311,47.3977422,8.5455901,7.562
633438416.9853312,47.3977421,8.5455901,7.59
633438417.0093547,47.397742,8.5455902,7.644
633438417.0333546,47.397742,8.5455903,7.697
633438417.0453547,47.397742,8.5455904,7.723
633438417.0693547,47.3977419,8.5455905,7.773
633438417.0933547,47.3977416,8.5455905,7.822
633438417.1048672,47.3977413,8.5455905,7.846
633438417.1288673,47.397741,8.5455905,7.892
633438417.1528673,47.3977408,8.5455906,7.937
633438417.1648673,47.3977407,8.5455906,7.96
633438417.1888672,47.3977406,8.5455907,8.004
633438417.2138294,47.3977405,8.5455908,8.049
633438417.2248294,47.3977405,8.5455908,8.068
633438417.2488294,47.3977405,8.545591,8.11
633438417.2728294,47.3977404,8.5455911,8.151
633438417.2848294,47.3977404,8.5455911,8.171
633438417.3093464,47.3977408,8.5455903,8.189
633438417.3333465,47.397741,8.5455899,8.216
633438417.3453465,47.397741,8.5455897,8.231
633438417.3693465,47.3977411,8.5455897,8.263
633438417.3933465,47.3977411,8.5455897,8.297
633438417.4053895,47.3977411,8.5455897,8.315
633438417.4293895,47.3977411,8.5455897,8.349
633438417.4533895,47.3977411,8.5455898,8.384
633438417.4653895,47.3977411,8.5455899,8.402
633438417.4893895,47.3977409,8.5455887,8.425
633438417.5133988,47.3977407,8.5455871,8.445
633438417.5233988,47.3977406,8.5455867,8.455
633438417.5473987,47.3977405,8.5455861,8.483
633438417.5713987,47.3977405,8.5455858,8.512
633438417.5953987,47.3977405,8.5455857,8.542
633438417.6070956,47.3977404,8.5455857,8.557
633438417.6310956,47.3977404,8.5455858,8.587
633438417.6430956,47.3977404,8.5455858,8.602
633438417.6670957,47.3977404,8.5455859,8.632
633438417.6910956,47.3977403,8.5455853,8.651
633438417.7148417,47.3977401,8.5455846,8.666
633438417.7268417,47.39774,8.5455845,8.676
633438417.7508416,47.39774,8.5455842,8.699
633438417.7748417,47.3977399,8.5455842,8.723
633438417.7868416,47.3977399,8.5455842,8.736
633438417.8105037,47.3977399,8.5455842,8.761
633438417.8225037,47.3977399,8.5455843,8.774
633438417.8465037,47.3977399,8.5455844,8.799
633438417.8705038,47.3977399,8.5455845,8.824
633438417.8945037,47.3977394,8.5455848,8.844
633438417.9062662,47.397739,8.5455851,8.853
633438417.9302661,47.3977386,8.5455854,8.873
633438417.9422662,47.3977384,8.5455856,8.884
633438417.9662662,47.3977383,8.5455858,8.905
633438417.9902662,47.3977382,8.5455859,8.927
633438418.014172,47.3977381,8.5455861,8.949
633438418.0261719,47.3977381,8.5455862,8.96
633438418.051172,47.3977381,8.5455864,8.982
633438418.0621719,47.3977381,8.5455864,8.993
633438418.086172,47.3977387,8.5455862,9.009
633438418.1099211,47.3977396,8.5455858,9.023
633438418.1219211,47.3977398,8.5455858,9.032
633438418.1459211,47.3977402,8.5455857,9.049
633438418.169921,47.3977403,8.5455858,9.068
633438418.1939211,47.3977404,8.5455859,9.086
633438418.2059712,47.3977405,8.5455859,9.095
633438418.2299713,47.3977405,8.5455861,9.113
633438418.2419713,47.3977406,8.5455861,9.122
633438418.2659713,47.3977406,8.5455863,9.14
633438418.2899712,47.3977401,8.5455856,9.154
633438418.3136866,47.3977395,8.5455846,9.167
633438418.3256866,47.3977393,8.5455843,9.174
633438418.3496866,47.3977391,8.5455841,9.189
633438418.3616866,47.397739,8.545584,9.197
633438418.3856866,47.397739,8.545584,9.213
633438418.409535,47.397739,8.5455841,9.229
633438418.421535,47.397739,8.5455841,9.236
633438418.4455351,47.397739,8.5455842,9.252
